year,planning_area_clean,subzone_clean,model,forecast_children_18m_to_6
2030,BUKIT MERAH,EVERTON PARK,Linear,0.0
2026,BUKIT MERAH,EVERTON PARK,Prophet,385.0349144590133
2027,BUKIT MERAH,EVERTON PARK,Prophet,359.5301650034801
2028,BUKIT MERAH,EVERTON PARK,Prophet,333.95553952204125
2029,BUKIT MERAH,EVERTON PARK,Prophet,308.45079006650803
2030,BUKIT MERAH,EVERTON PARK,Prophet,282.94604061097493
2026,BUKIT MERAH,HENDERSON HILL,Linear,244.33333333331393
2027,BUKIT MERAH,HENDERSON HILL,Linear,156.7575757575687
2028,BUKIT MERAH,HENDERSON HILL,Linear,69.18181818179437
2029,BUKIT MERAH,HENDERSON HILL,Linear,0.0
2030,BUKIT MERAH,HENDERSON HILL,Linear,0.0
2026,BUKIT MERAH,HENDERSON HILL,Prophet,296.99199198751495
2027,BUKIT MERAH,HENDERSON HILL,Prophet,216.65242761569854
2028,BUKIT MERAH,HENDERSON HILL,Prophet,136.092754848343
2029,BUKIT MERAH,HENDERSON HILL,Prophet,55.75319047652704
2030,BUKIT MERAH,HENDERSON HILL,Prophet,0.0
2026,BUKIT MERAH,KAMPONG TIONG BAHRU,Linear,142.0
2027,BUKIT MERAH,KAMPONG TIONG BAHRU,Linear,84.81818181817653
2028,BUKIT MERAH,KAMPONG TIONG BAHRU,Linear,27.636363636367605
2029,BUKIT MERAH,KAMPONG TIONG BAHRU,Linear,0.0
2030,BUKIT MERAH,KAMPONG TIONG BAHRU,Linear,0.0
2026,BUKIT MERAH,KAMPONG TIONG BAHRU,Prophet,171.51511586951116
2027,BUKIT MERAH,KAMPONG TIONG BAHRU,Prophet,116.8402024893374
2028,BUKIT MERAH,KAMPONG TIONG BAHRU,Prophet,62.01549482592968
2029,BUKIT MERAH,KAMPONG TIONG BAHRU,Prophet,7.340581445755914
2030,BUKIT MERAH,KAMPONG TIONG BAHRU,Prophet,0.0
2026,BUKIT MERAH,MARITIME SQUARE,Linear,259.3333333333285
2027,BUKIT MERAH,MARITIME SQUARE,Linear,235.0303030303039
2028,BUKIT MERAH,MARITIME SQUARE,Linear,210.72727272727207
2029,BUKIT MERAH,MARITIME SQUARE,Linear,186.42424242424022
2030,BUKIT MERAH,MARITIME SQUARE,Linear,162.12121212120837
2026,BUKIT MERAH,MARITIME SQUARE,Prophet,465.8643387903068
2027,BUKIT MERAH,MARITIME SQUARE,Prophet,478.69132311839786
2028,BUKIT MERAH,MARITIME SQUARE,Prophet,491.5534498693056
2029,BUKIT MERAH,MARITIME SQUARE,Prophet,504.3804341973967
2030,BUKIT MERAH,MARITIME SQUARE,Prophet,517.2074185254878
2026,BUKIT MERAH,REDHILL,Linear,90.0
2027,BUKIT MERAH,REDHILL,Linear,0.0
2028,BUKIT MERAH,REDHILL,Linear,0.0
2029,BUKIT MERAH,REDHILL,Linear,0.0
2030,BUKIT MERAH,REDHILL,Linear,0.0
2026,BUKIT MERAH,REDHILL,Prophet,1055.1750931577508
2027,BUKIT MERAH,REDHILL,Prophet,1045.5642630430107
2028,BUKIT MERAH,REDHILL,Prophet,1035.9271018868603
2029,BUKIT MERAH,REDHILL,Prophet,1026.3162717721202
2030,BUKIT MERAH,REDHILL,Prophet,1016.7054416573802
2026,BUKIT MERAH,SINGAPORE GENERAL HOSPITAL,Linear,0.0
2027,BUKIT MERAH,SINGAPORE GENERAL HOSPITAL,Linear,0.0
2028,BUKIT MERAH,SINGAPORE GENERAL HOSPITAL,Linear,0.0
2029,BUKIT MERAH,SINGAPORE GENERAL HOSPITAL,Linear,0.0
2030,BUKIT MERAH,SINGAPORE GENERAL HOSPITAL,Linear,0.0
2026,BUKIT MERAH,SINGAPORE GENERAL HOSPITAL,Prophet,0.0
2027,BUKIT MERAH,SINGAPORE GENERAL HOSPITAL,Prophet,0.0
2028,BUKIT MERAH,SINGAPORE GENERAL HOSPITAL,Prophet,0.0
2029,BUKIT MERAH,SINGAPORE GENERAL HOSPITAL,Prophet,0.0
2030,BUKIT MERAH,SINGAPORE GENERAL HOSPITAL,Prophet,0.0
2026,BUKIT MERAH,TELOK BLANGAH DRIVE,Linear,1022.3333333333139
2027,BUKIT MERAH,TELOK BLANGAH DRIVE,Linear,926.0303030303039
2028,BUKIT MERAH,TELOK BLANGAH DRIVE,Linear,829.7272727272648
2029,BUKIT MERAH,TELOK BLANGAH DRIVE,Linear,733.4242424242257
2030,BUKIT MERAH,TELOK BLANGAH DRIVE,Linear,637.1212121212156
2026,BUKIT MERAH,TELOK BLANGAH DRIVE,Prophet,1405.9484231281374
2027,BUKIT MERAH,TELOK BLANGAH DRIVE,Prophet,1388.5120533001866
2028,BUKIT MERAH,TELOK BLANGAH DRIVE,Prophet,1371.0279125959942
2029,BUKIT MERAH,TELOK BLANGAH DRIVE,Prophet,1353.591542768043
2030,BUKIT MERAH,TELOK BLANGAH DRIVE,Prophet,1336.155172940092
2026,BUKIT MERAH,TELOK BLANGAH RISE,Linear,170.0
2027,BUKIT MERAH,TELOK BLANGAH RISE,Linear,87.63636363635305
2028,BUKIT MERAH,TELOK BLANGAH RISE,Linear,5.27272727273521
2029,BUKIT MERAH,TELOK BLANGAH RISE,Linear,0.0
2030,BUKIT MERAH,TELOK BLANGAH RISE,Linear,0.0
2026,BUKIT MERAH,TELOK BLANGAH RISE,Prophet,218.57094349810745
2027,BUKIT MERAH,TELOK BLANGAH RISE,Prophet,145.62215717350185
2028,BUKIT MERAH,TELOK BLANGAH RISE,Prophet,72.47351116033555
2029,BUKIT MERAH,TELOK BLANGAH RISE,Prophet,0.0
2030,BUKIT MERAH,TELOK BLANGAH RISE,Prophet,0.0
2026,BUKIT MERAH,TELOK BLANGAH WAY,Linear,0.0
2027,BUKIT MERAH,TELOK BLANGAH WAY,Linear,0.0
2028,BUKIT MERAH,TELOK BLANGAH WAY,Linear,0.0
2029,BUKIT MERAH,TELOK BLANGAH WAY,Linear,0.0
2030,BUKIT MERAH,TELOK BLANGAH WAY,Linear,0.0
2026,BUKIT MERAH,TELOK BLANGAH WAY,Prophet,418.08956320030114
2027,BUKIT MERAH,TELOK BLANGAH WAY,Prophet,384.05605049685164
2028,BUKIT MERAH,TELOK BLANGAH WAY,Prophet,349.92929529284476
2029,BUKIT MERAH,TELOK BLANGAH WAY,Prophet,315.8957825893954
2030,BUKIT MERAH,TELOK BLANGAH WAY,Prophet,281.8622698859461
2026,BUKIT MERAH,TIONG BAHRU,Linear,196.0
2027,BUKIT MERAH,TIONG BAHRU,Linear,27.181818181823473
2028,BUKIT MERAH,TIONG BAHRU,Linear,0.0
2029,BUKIT MERAH,TIONG BAHRU,Linear,0.0
2030,BUKIT MERAH,TIONG BAHRU,Linear,0.0
2026,BUKIT MERAH,TIONG BAHRU,Prophet,1231.4823600876646
2027,BUKIT MERAH,TIONG BAHRU,Prophet,1250.613571067339
2028,BUKIT MERAH,TIONG BAHRU,Prophet,1269.79719632367
2029,BUKIT MERAH,TIONG BAHRU,Prophet,1288.9284073033443
2030,BUKIT MERAH,TIONG BAHRU,Prophet,1308.0596182830186
2026,BUKIT MERAH,TIONG BAHRU STATION,Linear,73.66666666662786
2027,BUKIT MERAH,TIONG BAHRU STATION,Linear,0.0
2028,BUKIT MERAH,TIONG BAHRU STATION,Linear,0.0
2029,BUKIT MERAH,TIONG BAHRU STATION,Linear,0.0
2030,BUKIT MERAH,TIONG BAHRU STATION,Linear,0.0
2026,BUKIT MERAH,TIONG BAHRU STATION,Prophet,1385.1836181973251
2027,BUKIT MERAH,TIONG BAHRU STATION,Prophet,1379.3733834864952
2028,BUKIT MERAH,TIONG BAHRU STATION,Prophet,1373.5472303244028
2029,BUKIT MERAH,TIONG BAHRU STATION,Prophet,1367.7369956135728
2030,BUKIT MERAH,TIONG BAHRU STATION,Prophet,1361.9267609027431
2026,BUKIT PANJANG,BANGKIT,Linear,361.33333333337214
2027,BUKIT PANJANG,BANGKIT,Linear,218.84848484850954
2028,BUKIT PANJANG,BANGKIT,Linear,76.36363636364695
2029,BUKIT PANJANG,BANGKIT,Linear,0.0
2030,BUKIT PANJANG,BANGKIT,Linear,0.0
2026,BUKIT PANJANG,BANGKIT,Prophet,405.984693088923
2027,BUKIT PANJANG,BANGKIT,Prophet,272.5146716157206
2028,BUKIT PANJANG,BANGKIT,Prophet,138.67897885080953
2029,BUKIT PANJANG,BANGKIT,Prophet,5.208957377607132
2030,BUKIT PANJANG,BANGKIT,Prophet,0.0
2026,BUKIT PANJANG,DAIRY FARM,Linear,303.33333333334303
2027,BUKIT PANJANG,DAIRY FARM,Linear,259.0303030303039
2028,BUKIT PANJANG,DAIRY FARM,Linear,214.72727272727934
2029,BUKIT PANJANG,DAIRY FARM,Linear,170.42424242424022
2030,BUKIT PANJANG,DAIRY FARM,Linear,126.12121212121565
2026,BUKIT PANJANG,DAIRY FARM,Prophet,507.88724707097964
2027,BUKIT PANJANG,DAIRY FARM,Prophet,511.71809100177774
2028,BUKIT PANJANG,DAIRY FARM,Prophet,515.5594303954
2029,BUKIT PANJANG,DAIRY FARM,Prophet,519.3902743261981
2030,BUKIT PANJANG,DAIRY FARM,Prophet,523.2211182569963
2026,BUKIT PANJANG,FAJAR,Linear,396.3333333332557
2027,BUKIT PANJANG,FAJAR,Linear,0.0
2028,BUKIT PANJANG,FAJAR,Linear,0.0
2029,BUKIT PANJANG,FAJAR,Linear,0.0
2030,BUKIT PANJANG,FAJAR,Linear,0.0
2026,BUKIT PANJANG,FAJAR,Prophet,2322.750959569291
2027,BUKIT PANJANG,FAJAR,Prophet,2263.014064132175
2028,BUKIT PANJANG,FAJAR,Prophet,2203.1135059678327
2029,BUKIT PANJANG,FAJAR,Prophet,2143.3766105307163
2030,BUKIT PANJANG,FAJAR,Prophet,2083.6397150936
2026,BUKIT PANJANG,JELEBU,Linear,420.33333333337214
2027,BUKIT PANJANG,JELEBU,Linear,193.57575757580344
2028,BUKIT PANJANG,JELEBU,Linear,0.0
2029,BUKIT PANJANG,JELEBU,Linear,0.0
2030,BUKIT PANJANG,JELEBU,Linear,0.0
2026,BUKIT PANJANG,JELEBU,Prophet,360.5915595481204
2027,BUKIT PANJANG,JELEBU,Prophet,120.84919655101783
2028,BUKIT PANJANG,JELEBU,Prophet,0.0
2029,BUKIT PANJANG,JELEBU,Prophet,0.0
2030,BUKIT PANJANG,JELEBU,Prophet,0.0
2026,BUKIT PANJANG,NATURE RESERVE,Linear,91.66666666665697
2027,BUKIT PANJANG,NATURE RESERVE,Linear,58.060606060607824
2028,BUKIT PANJANG,NATURE RESERVE,Linear,24.45454545454413
2029,BUKIT PANJANG,NATURE RESERVE,Linear,0.0
2030,BUKIT PANJANG,NATURE RESERVE,Linear,0.0
2026,BUKIT PANJANG,NATURE RESERVE,Prophet,254.8464009635268
2027,BUKIT PANJANG,NATURE RESERVE,Prophet,247.06670919787928
2028,BUKIT PANJANG,NATURE RESERVE,Prophet,239.26570320821622
2029,BUKIT PANJANG,NATURE RESERVE,Prophet,231.4860114425687
2030,BUKIT PANJANG,NATURE RESERVE,Prophet,223.70631967692117
2026,BUKIT PANJANG,SAUJANA,Linear,576.6666666667443
2027,BUKIT PANJANG,SAUJANA,Linear,207.2424242424313
2028,BUKIT PANJANG,SAUJANA,Linear,0.0
2029,BUKIT PANJANG,SAUJANA,Linear,0.0
2030,BUKIT PANJANG,SAUJANA,Linear,0.0
2026,BUKIT PANJANG,SAUJANA,Prophet,2030.612467633177
2027,BUKIT PANJANG,SAUJANA,Prophet,1958.6880101965069
2028,BUKIT PANJANG,SAUJANA,Prophet,1886.5664994517904
2029,BUKIT PANJANG,SAUJANA,Prophet,1814.64204201512
2030,BUKIT PANJANG,SAUJANA,Prophet,1742.7175845784498
2026,BUKIT PANJANG,SENJA,Linear,587.6666666667443
2027,BUKIT PANJANG,SENJA,Linear,271.33333333337214
2028,BUKIT PANJANG,SENJA,Linear,0.0
2029,BUKIT PANJANG,SENJA,Linear,0.0
2030,BUKIT PANJANG,SENJA,Linear,0.0
2026,BUKIT PANJANG,SENJA,Prophet,2370.769322643881
2027,BUKIT PANJANG,SENJA,Prophet,2355.308058355967
2028,BUKIT PANJANG,SENJA,Prophet,2339.8044344398672
2029,BUKIT PANJANG,SENJA,Prophet,2324.343170151953
2030,BUKIT PANJANG,SENJA,Prophet,2308.8819058640393
2026,BUKIT TIMAH,ANAK BUKIT,Linear,893.3333333333139
2027,BUKIT TIMAH,ANAK BUKIT,Linear,779.2121212120983
2028,BUKIT TIMAH,ANAK BUKIT,Linear,665.0909090909117
2029,BUKIT TIMAH,ANAK BUKIT,Linear,550.9696969696961
2030,BUKIT TIMAH,ANAK BUKIT,Linear,436.84848484848044
2026,BUKIT TIMAH,ANAK BUKIT,Prophet,1150.7603093350647
2027,BUKIT TIMAH,ANAK BUKIT,Prophet,1083.9040321435857
2028,BUKIT TIMAH,ANAK BUKIT,Prophet,1016.8645870693897
2029,BUKIT TIMAH,ANAK BUKIT,Prophet,950.0083098779104
2030,BUKIT TIMAH,ANAK BUKIT,Prophet,883.1520326864311
2026,BUKIT TIMAH,CORONATION ROAD,Linear,358.33333333334303
2027,BUKIT TIMAH,CORONATION ROAD,Linear,301.6666666666715
2028,BUKIT TIMAH,CORONATION ROAD,Linear,245.0
2029,BUKIT TIMAH,CORONATION ROAD,Linear,188.33333333334303
2030,BUKIT TIMAH,CORONATION ROAD,Linear,131.66666666667152
2026,BUKIT TIMAH,CORONATION ROAD,Prophet,678.4737421132801
2027,BUKIT TIMAH,CORONATION ROAD,Prophet,677.3347573548551
2028,BUKIT TIMAH,CORONATION ROAD,Prophet,676.1926520902427
2029,BUKIT TIMAH,CORONATION ROAD,Prophet,675.0536673318178
2030,BUKIT TIMAH,CORONATION ROAD,Prophet,673.9146825733928
2026,BUKIT TIMAH,FARRER COURT,Linear,366.0
2027,BUKIT TIMAH,FARRER COURT,Linear,306.54545454545587
2028,BUKIT TIMAH,FARRER COURT,Linear,247.09090909091174
2029,BUKIT TIMAH,FARRER COURT,Linear,187.6363636363676
2030,BUKIT TIMAH,FARRER COURT,Linear,128.18181818182347
2026,BUKIT TIMAH,FARRER COURT,Prophet,602.5041469817563
2027,BUKIT TIMAH,FARRER COURT,Prophet,601.9142955341574
2028,BUKIT TIMAH,FARRER COURT,Prophet,601.3228280551951
2029,BUKIT TIMAH,FARRER COURT,Prophet,600.7329766075961
2030,BUKIT TIMAH,FARRER COURT,Prophet,600.1431251599972
2026,BUKIT TIMAH,HILLCREST,Linear,466.66666666668607
2027,BUKIT TIMAH,HILLCREST,Linear,380.7878787879017
2028,BUKIT TIMAH,HILLCREST,Linear,294.90909090908826
2029,BUKIT TIMAH,HILLCREST,Linear,209.0303030303039
2030,BUKIT TIMAH,HILLCREST,Linear,123.15151515151956
2026,BUKIT TIMAH,HILLCREST,Prophet,912.0281125546854
2027,BUKIT TIMAH,HILLCREST,Prophet,903.8956749045516
2028,BUKIT TIMAH,HILLCREST,Prophet,895.7409566033215
2029,BUKIT TIMAH,HILLCREST,Prophet,887.6085189531874
2030,BUKIT TIMAH,HILLCREST,Prophet,879.4760813030535
2026,BUKIT TIMAH,HOLLAND ROAD,Linear,479.0
2027,BUKIT TIMAH,HOLLAND ROAD,Linear,386.1818181818235
2028,BUKIT TIMAH,HOLLAND ROAD,Linear,293.36363636364695
2029,BUKIT TIMAH,HOLLAND ROAD,Linear,200.54545454544132
2030,BUKIT TIMAH,HOLLAND ROAD,Linear,107.72727272726479
2026,BUKIT TIMAH,HOLLAND ROAD,Prophet,1047.4057509351312
2027,BUKIT TIMAH,HOLLAND ROAD,Prophet,1048.3122110686634
2028,BUKIT TIMAH,HOLLAND ROAD,Prophet,1049.2211546546164
2029,BUKIT TIMAH,HOLLAND ROAD,Prophet,1050.1276147881485
2030,BUKIT TIMAH,HOLLAND ROAD,Prophet,1051.034074921681
2026,BUKIT TIMAH,LEEDON PARK,Linear,276.0
2027,BUKIT TIMAH,LEEDON PARK,Linear,228.72727272727934
2028,BUKIT TIMAH,LEEDON PARK,Linear,181.45454545454413
2029,BUKIT TIMAH,LEEDON PARK,Linear,134.18181818182347
2030,BUKIT TIMAH,LEEDON PARK,Linear,86.90909090908826
2026,BUKIT TIMAH,LEEDON PARK,Prophet,495.14046074601663
2027,BUKIT TIMAH,LEEDON PARK,Prophet,487.51315764469433
2028,BUKIT TIMAH,LEEDON PARK,Prophet,479.8649578225465
2029,BUKIT TIMAH,LEEDON PARK,Prophet,472.2376547212241
2030,BUKIT TIMAH,LEEDON PARK,Prophet,464.61035161990185
2026,BUKIT TIMAH,SWISS CLUB,Linear,300.66666666665697
2027,BUKIT TIMAH,SWISS CLUB,Linear,265.60606060604914
2028,BUKIT TIMAH,SWISS CLUB,Linear,230.54545454545587
2029,BUKIT TIMAH,SWISS CLUB,Linear,195.48484848484804
2030,BUKIT TIMAH,SWISS CLUB,Linear,160.42424242424022
2026,BUKIT TIMAH,SWISS CLUB,Prophet,492.00002541176093
2027,BUKIT TIMAH,SWISS CLUB,Prophet,487.7579182401927
2028,BUKIT TIMAH,SWISS CLUB,Prophet,483.5041888571954
2029,BUKIT TIMAH,SWISS CLUB,Prophet,479.26208168562704
2030,BUKIT TIMAH,SWISS CLUB,Prophet,475.0199745140588
2026,BUKIT TIMAH,ULU PANDAN,Linear,418.0
2027,BUKIT TIMAH,ULU PANDAN,Linear,339.7272727272648
2028,BUKIT TIMAH,ULU PANDAN,Linear,261.4545454545587
2029,BUKIT TIMAH,ULU PANDAN,Linear,183.18181818182347
2030,BUKIT TIMAH,ULU PANDAN,Linear,104.90909090908826
2026,BUKIT TIMAH,ULU PANDAN,Prophet,556.1519953746223
2027,BUKIT TIMAH,ULU PANDAN,Prophet,502.9725393769668
2028,BUKIT TIMAH,ULU PANDAN,Prophet,449.6473862395911
2029,BUKIT TIMAH,ULU PANDAN,Prophet,396.4679302419354
2030,BUKIT TIMAH,ULU PANDAN,Prophet,343.2884742442797
2026,CENTRAL WATER CATCHMENT,CENTRAL WATER CATCHMENT,Linear,0.0
2027,CENTRAL WATER CATCHMENT,CENTRAL WATER CATCHMENT,Linear,0.0
2028,CENTRAL WATER CATCHMENT,CENTRAL WATER CATCHMENT,Linear,0.0
2029,CENTRAL WATER CATCHMENT,CENTRAL WATER CATCHMENT,Linear,0.0
2030,CENTRAL WATER CATCHMENT,CENTRAL WATER CATCHMENT,Linear,0.0
2026,CENTRAL WATER CATCHMENT,CENTRAL WATER CATCHMENT,Prophet,0.0
2027,CENTRAL WATER CATCHMENT,CENTRAL WATER CATCHMENT,Prophet,0.0
2028,CENTRAL WATER CATCHMENT,CENTRAL WATER CATCHMENT,Prophet,0.0
2029,CENTRAL WATER CATCHMENT,CENTRAL WATER CATCHMENT,Prophet,0.0
2030,CENTRAL WATER CATCHMENT,CENTRAL WATER CATCHMENT,Prophet,0.0
2026,CHANGI,CHANGI AIRPORT,Linear,0.0
2027,CHANGI,CHANGI AIRPORT,Linear,0.0
2028,CHANGI,CHANGI AIRPORT,Linear,0.0
2029,CHANGI,CHANGI AIRPORT,Linear,0.0
2030,CHANGI,CHANGI AIRPORT,Linear,0.0
2026,CHANGI,CHANGI AIRPORT,Prophet,0.0
2027,CHANGI,CHANGI AIRPORT,Prophet,0.0
2028,CHANGI,CHANGI AIRPORT,Prophet,0.0
2029,CHANGI,CHANGI AIRPORT,Prophet,0.0
2030,CHANGI,CHANGI AIRPORT,Prophet,0.0
2026,CHANGI,CHANGI POINT,Linear,0.0
2027,CHANGI,CHANGI POINT,Linear,0.0
2028,CHANGI,CHANGI POINT,Linear,0.0
2029,CHANGI,CHANGI POINT,Linear,0.0
2030,CHANGI,CHANGI POINT,Linear,0.0
2026,CHANGI,CHANGI POINT,Prophet,0.0
2027,CHANGI,CHANGI POINT,Prophet,0.0
2028,CHANGI,CHANGI POINT,Prophet,0.0
2029,CHANGI,CHANGI POINT,Prophet,0.0
2030,CHANGI,CHANGI POINT,Prophet,0.0
2026,CHANGI,CHANGI WEST,Linear,71.66666666667152
2027,CHANGI,CHANGI WEST,Linear,41.424242424247495
2028,CHANGI,CHANGI WEST,Linear,11.181818181823473
2029,CHANGI,CHANGI WEST,Linear,0.0
2030,CHANGI,CHANGI WEST,Linear,0.0
2026,CHANGI,CHANGI WEST,Prophet,269.9114766422473
2027,CHANGI,CHANGI WEST,Prophet,269.4529380520951
2028,CHANGI,CHANGI WEST,Prophet,268.99314319183276
2029,CHANGI,CHANGI WEST,Prophet,268.53460460168054
2030,CHANGI,CHANGI WEST,Prophet,268.07606601152827
2026,CHANGI BAY,CHANGI BAY,Linear,0.0
2027,CHANGI BAY,CHANGI BAY,Linear,0.0
2028,CHANGI BAY,CHANGI BAY,Linear,0.0
2029,CHANGI BAY,CHANGI BAY,Linear,0.0
2030,CHANGI BAY,CHANGI BAY,Linear,0.0
2026,CHANGI BAY,CHANGI BAY,Prophet,0.0
2027,CHANGI BAY,CHANGI BAY,Prophet,0.0
2028,CHANGI BAY,CHANGI BAY,Prophet,0.0
2029,CHANGI BAY,CHANGI BAY,Prophet,0.0
2030,CHANGI BAY,CHANGI BAY,Prophet,0.0
2026,CHOA CHU KANG,CHOA CHU KANG CENTRAL,Linear,625.6666666666279
2027,CHOA CHU KANG,CHOA CHU KANG CENTRAL,Linear,470.60606060602004
2028,CHOA CHU KANG,CHOA CHU KANG CENTRAL,Linear,315.5454545454122
2029,CHOA CHU KANG,CHOA CHU KANG CENTRAL,Linear,160.4848484848044
2030,CHOA CHU KANG,CHOA CHU KANG CENTRAL,Linear,5.424242424196564
2026,CHOA CHU KANG,CHOA CHU KANG CENTRAL,Prophet,895.7689335402391
2027,CHOA CHU KANG,CHOA CHU KANG CENTRAL,Prophet,799.5871400545902
2028,CHOA CHU KANG,CHOA CHU KANG CENTRAL,Prophet,703.1418348059667
2029,CHOA CHU KANG,CHOA CHU KANG CENTRAL,Prophet,606.9600413203176
2030,CHOA CHU KANG,CHOA CHU KANG CENTRAL,Prophet,510.77824783466866
2026,CHOA CHU KANG,CHOA CHU KANG NORTH,Linear,461.66666666662786
2027,CHOA CHU KANG,CHOA CHU KANG NORTH,Linear,240.06060606060782
2028,CHOA CHU KANG,CHOA CHU KANG NORTH,Linear,18.45454545452958
2029,CHOA CHU KANG,CHOA CHU KANG NORTH,Linear,0.0
2030,CHOA CHU KANG,CHOA CHU KANG NORTH,Linear,0.0
2026,CHOA CHU KANG,CHOA CHU KANG NORTH,Prophet,424.84615582077834
2027,CHOA CHU KANG,CHOA CHU KANG NORTH,Prophet,195.49305548333916
2028,CHOA CHU KANG,CHOA CHU KANG NORTH,Prophet,0.0
2029,CHOA CHU KANG,CHOA CHU KANG NORTH,Prophet,0.0
2030,CHOA CHU KANG,CHOA CHU KANG NORTH,Prophet,0.0
2026,CHOA CHU KANG,KEAT HONG,Linear,3278.666666666628
2027,CHOA CHU KANG,KEAT HONG,Linear,3090.969696969667
2028,CHOA CHU KANG,KEAT HONG,Linear,2903.272727272706
2029,CHOA CHU KANG,KEAT HONG,Linear,2715.5757575757452
2030,CHOA CHU KANG,KEAT HONG,Linear,2527.8787878787844
2026,CHOA CHU KANG,KEAT HONG,Prophet,3893.759141301749
2027,CHOA CHU KANG,KEAT HONG,Prophet,3953.14966071533
2028,CHOA CHU KANG,KEAT HONG,Prophet,4012.7028938807293
2029,CHOA CHU KANG,KEAT HONG,Prophet,4072.0934132943107
2030,CHOA CHU KANG,KEAT HONG,Prophet,4131.483932707892
2026,CHOA CHU KANG,PENG SIANG,Linear,955.0
2027,CHOA CHU KANG,PENG SIANG,Linear,639.0909090909408
2028,CHOA CHU KANG,PENG SIANG,Linear,323.18181818176527
2029,CHOA CHU KANG,PENG SIANG,Linear,7.272727272706106
2030,CHOA CHU KANG,PENG SIANG,Linear,0.0
2026,CHOA CHU KANG,PENG SIANG,Prophet,1462.4814519177073
2027,CHOA CHU KANG,PENG SIANG,Prophet,1282.9770517023987
2028,CHOA CHU KANG,PENG SIANG,Prophet,1102.9808586097877
2029,CHOA CHU KANG,PENG SIANG,Prophet,923.4764583944791
2030,CHOA CHU KANG,PENG SIANG,Prophet,743.9720581791706
2026,CHOA CHU KANG,TECK WHYE,Linear,477.0
2027,CHOA CHU KANG,TECK WHYE,Linear,315.36363636364695
2028,CHOA CHU KANG,TECK WHYE,Linear,153.7272727272939
2029,CHOA CHU KANG,TECK WHYE,Linear,0.0
2030,CHOA CHU KANG,TECK WHYE,Linear,0.0
2026,CHOA CHU KANG,TECK WHYE,Prophet,557.3063179807659
2027,CHOA CHU KANG,TECK WHYE,Prophet,410.6970346368862
2028,CHOA CHU KANG,TECK WHYE,Prophet,263.6860820235702
2029,CHOA CHU KANG,TECK WHYE,Prophet,117.07679867969001
2030,CHOA CHU KANG,TECK WHYE,Prophet,0.0
2026,CHOA CHU KANG,YEW TEE,Linear,377.6666666667443
2027,CHOA CHU KANG,YEW TEE,Linear,0.0
2028,CHOA CHU KANG,YEW TEE,Linear,0.0
2029,CHOA CHU KANG,YEW TEE,Linear,0.0
2030,CHOA CHU KANG,YEW TEE,Linear,0.0
2026,CHOA CHU KANG,YEW TEE,Prophet,453.882111945628
2027,CHOA CHU KANG,YEW TEE,Prophet,7.470724574679899
2028,CHOA CHU KANG,YEW TEE,Prophet,0.0
2029,CHOA CHU KANG,YEW TEE,Prophet,0.0
2030,CHOA CHU KANG,YEW TEE,Prophet,0.0
2026,CLEMENTI,CLEMENTI CENTRAL,Linear,401.0
2027,CLEMENTI,CLEMENTI CENTRAL,Linear,308.8181818181765
2028,CLEMENTI,CLEMENTI CENTRAL,Linear,216.63636363635305
2029,CLEMENTI,CLEMENTI CENTRAL,Linear,124.45454545455868
2030,CLEMENTI,CLEMENTI CENTRAL,Linear,32.27272727273521
2026,CLEMENTI,CLEMENTI CENTRAL,Prophet,501.7829722740016
2027,CLEMENTI,CLEMENTI CENTRAL,Prophet,426.2596786966681
2028,CLEMENTI,CLEMENTI CENTRAL,Prophet,350.52947198624616
2029,CLEMENTI,CLEMENTI CENTRAL,Prophet,275.006178408913
2030,CLEMENTI,CLEMENTI CENTRAL,Prophet,199.48288483157953
2026,CLEMENTI,CLEMENTI NORTH,Linear,1072.6666666666279
2027,CLEMENTI,CLEMENTI NORTH,Linear,871.3333333333139
2028,CLEMENTI,CLEMENTI NORTH,Linear,670.0
2029,CLEMENTI,CLEMENTI NORTH,Linear,468.66666666662786
2030,CLEMENTI,CLEMENTI NORTH,Linear,267.33333333331393
2026,CLEMENTI,CLEMENTI NORTH,Prophet,1895.431877829872
2027,CLEMENTI,CLEMENTI NORTH,Prophet,1860.2193477151059
2028,CLEMENTI,CLEMENTI NORTH,Prophet,1824.910344915094
2029,CLEMENTI,CLEMENTI NORTH,Prophet,1789.697814800328
2030,CLEMENTI,CLEMENTI NORTH,Prophet,1754.4852846855617
2026,CLEMENTI,CLEMENTI WEST,Linear,87.66666666662786
2027,CLEMENTI,CLEMENTI WEST,Linear,0.0
2028,CLEMENTI,CLEMENTI WEST,Linear,0.0
2029,CLEMENTI,CLEMENTI WEST,Linear,0.0
2030,CLEMENTI,CLEMENTI WEST,Linear,0.0
2026,CLEMENTI,CLEMENTI WEST,Prophet,165.13966931047003
2027,CLEMENTI,CLEMENTI WEST,Prophet,27.56218616149865
2028,CLEMENTI,CLEMENTI WEST,Prophet,0.0
2029,CLEMENTI,CLEMENTI WEST,Prophet,0.0
2030,CLEMENTI,CLEMENTI WEST,Prophet,0.0
2026,CLEMENTI,CLEMENTI WOODS,Linear,607.0
2027,CLEMENTI,CLEMENTI WOODS,Linear,478.63636363635305
2028,CLEMENTI,CLEMENTI WOODS,Linear,350.2727272727352
2029,CLEMENTI,CLEMENTI WOODS,Linear,221.90909090908826
